
time 05h 29m 56s, episodes 202134, frames 73.6M, run epr 396.55, run loss 228.85
time 05h 30m 57s, episodes 202714, frames 73.9M, run epr 391.82, run loss 222.22

	74M frames: saved model

time 05h 31m 58s, episodes 203277, frames 74.1M, run epr 403.13, run loss 258.39
time 05h 32m 59s, episodes 203832, frames 74.3M, run epr 392.62, run loss 242.71
time 05h 33m 59s, episodes 204402, frames 74.6M, run epr 385.87, run loss 233.98
time 05h 34m 59s, episodes 204969, frames 74.8M, run epr 394.62, run loss 244.16
time 05h 36m 00s, episodes 205535, frames 75.0M, run epr 378.58, run loss 227.47
time 05h 37m 00s, episodes 206084, frames 75.2M, run epr 402.02, run loss 256.14
time 05h 38m 02s, episodes 206652, frames 75.5M, run epr 412.41, run loss 260.05
time 05h 39m 03s, episodes 207214, frames 75.7M, run epr 390.31, run loss 219.70
time 05h 40m 03s, episodes 207776, frames 75.9M, run epr 417.43, run loss 230.43
time 05h 41m 06s, episodes 208364, frames 76.1M, run epr 370.57, run loss 223.55
time 05h 42m 07s, episodes 208938, frames 76.4M, run epr 390.12, run loss 233.58
time 05h 43m 09s, episodes 209514, frames 76.6M, run epr 401.00, run loss 218.46
time 05h 44m 09s, episodes 210121, frames 76.8M, run epr 407.05, run loss 200.10
time 05h 45m 10s, episodes 210673, frames 77.1M, run epr 429.18, run loss 269.65
time 05h 46m 11s, episodes 211239, frames 77.3M, run epr 410.47, run loss 253.29
time 05h 47m 12s, episodes 211813, frames 77.5M, run epr 401.28, run loss 220.11
time 05h 48m 13s, episodes 212386, frames 77.7M, run epr 400.60, run loss 238.00
time 05h 49m 16s, episodes 212972, frames 78.0M, run epr 381.32, run loss 233.54
time 05h 50m 18s, episodes 213546, frames 78.2M, run epr 393.81, run loss 229.65
time 05h 51m 19s, episodes 214119, frames 78.4M, run epr 381.46, run loss 218.18
time 05h 52m 20s, episodes 214686, frames 78.7M, run epr 423.98, run loss 258.03
time 05h 53m 20s, episodes 215264, frames 78.9M, run epr 406.71, run loss 244.12
time 05h 54m 21s, episodes 215835, frames 79.1M, run epr 414.22, run loss 223.87
time 05h 55m 23s, episodes 216415, frames 79.4M, run epr 386.88, run loss 201.19
time 05h 56m 23s, episodes 216991, frames 79.6M, run epr 401.36, run loss 196.29
time 05h 57m 24s, episodes 217579, frames 79.8M, run epr 373.21, run loss 169.14
time 05h 58m 26s, episodes 218156, frames 80.0M, run epr 382.86, run loss 188.27
time 05h 59m 26s, episodes 218727, frames 80.3M, run epr 374.52, run loss 212.20
time 06h 00m 28s, episodes 219301, frames 80.5M, run epr 394.32, run loss 243.93
time 06h 01m 29s, episodes 219876, frames 80.7M, run epr 344.00, run loss 175.61
time 06h 02m 31s, episodes 220473, frames 80.9M, run epr 355.62, run loss 159.06
time 06h 03m 32s, episodes 221035, frames 81.2M, run epr 420.49, run loss 244.68
time 06h 04m 33s, episodes 221599, frames 81.4M, run epr 407.31, run loss 242.30
time 06h 05m 34s, episodes 222172, frames 81.6M, run epr 434.78, run loss 260.54
time 06h 06m 35s, episodes 222727, frames 81.9M, run epr 396.74, run loss 247.85

	82M frames: saved model

time 06h 07m 35s, episodes 223298, frames 82.1M, run epr 400.49, run loss 229.46
time 06h 08m 37s, episodes 223892, frames 82.3M, run epr 398.51, run loss 245.30
time 06h 09m 37s, episodes 224476, frames 82.5M, run epr 373.76, run loss 197.93
time 06h 10m 39s, episodes 225072, frames 82.8M, run epr 420.74, run loss 255.08
time 06h 11m 41s, episodes 225656, frames 83.0M, run epr 388.06, run loss 190.22
time 06h 12m 42s, episodes 226216, frames 83.2M, run epr 413.78, run loss 224.56
time 06h 13m 43s, episodes 226836, frames 83.5M, run epr 380.01, run loss 175.22
time 06h 14m 45s, episodes 227412, frames 83.7M, run epr 380.24, run loss 228.67
time 06h 15m 47s, episodes 228018, frames 83.9M, run epr 341.73, run loss 157.70

	84M frames: saved model

time 06h 16m 48s, episodes 228584, frames 84.2M, run epr 398.76, run loss 211.81
time 06h 17m 49s, episodes 229152, frames 84.4M, run epr 414.43, run loss 229.39
time 06h 18m 49s, episodes 229723, frames 84.6M, run epr 409.45, run loss 273.09
time 06h 19m 51s, episodes 230332, frames 84.8M, run epr 400.26, run loss 221.23
time 06h 20m 53s, episodes 230917, frames 85.1M, run epr 409.41, run loss 206.09
time 06h 21m 55s, episodes 231504, frames 85.3M, run epr 408.95, run loss 210.64
time 06h 22m 57s, episodes 232061, frames 85.5M, run epr 406.65, run loss 246.01
time 06h 23m 58s, episodes 232635, frames 85.8M, run epr 388.70, run loss 218.52
time 06h 25m 01s, episodes 233255, frames 86.0M, run epr 351.76, run loss 199.99

	86M frames: saved model

time 06h 26m 01s, episodes 233828, frames 86.2M, run epr 353.94, run loss 163.36
time 06h 27m 02s, episodes 234434, frames 86.4M, run epr 324.46, run loss 112.01
time 06h 28m 04s, episodes 235072, frames 86.7M, run epr 351.56, run loss 122.14
time 06h 29m 06s, episodes 235654, frames 86.9M, run epr 396.73, run loss 237.23
time 06h 30m 09s, episodes 236259, frames 87.1M, run epr 404.23, run loss 196.18
time 06h 31m 10s, episodes 236848, frames 87.4M, run epr 387.39, run loss 208.01
time 06h 32m 13s, episodes 237458, frames 87.6M, run epr 403.55, run loss 219.70
time 06h 33m 13s, episodes 238015, frames 87.8M, run epr 420.02, run loss 255.19

	88M frames: saved model

time 06h 34m 15s, episodes 238608, frames 88.1M, run epr 396.88, run loss 228.97
time 06h 35m 15s, episodes 239169, frames 88.3M, run epr 441.68, run loss 238.47
time 06h 36m 16s, episodes 239749, frames 88.5M, run epr 378.64, run loss 213.58
time 06h 37m 17s, episodes 240332, frames 88.7M, run epr 373.73, run loss 191.17
time 06h 38m 19s, episodes 240917, frames 89.0M, run epr 402.03, run loss 223.21
time 06h 39m 20s, episodes 241483, frames 89.2M, run epr 404.38, run loss 222.71
time 06h 40m 22s, episodes 242071, frames 89.4M, run epr 389.23, run loss 217.28
time 06h 41m 23s, episodes 242661, frames 89.7M, run epr 409.09, run loss 195.33
time 06h 42m 23s, episodes 243255, frames 89.9M, run epr 367.02, run loss 218.99

	90M frames: saved model

time 06h 43m 24s, episodes 243837, frames 90.1M, run epr 394.10, run loss 213.99
time 06h 44m 25s, episodes 244412, frames 90.3M, run epr 398.63, run loss 192.71
time 06h 45m 26s, episodes 244977, frames 90.6M, run epr 408.89, run loss 212.39
time 06h 46m 27s, episodes 245542, frames 90.8M, run epr 401.05, run loss 250.32
time 06h 47m 29s, episodes 246107, frames 91.0M, run epr 403.63, run loss 247.70
time 06h 48m 29s, episodes 246687, frames 91.3M, run epr 364.44, run loss 178.07
time 06h 49m 31s, episodes 247300, frames 91.5M, run epr 367.17, run loss 198.78
time 06h 50m 32s, episodes 247877, frames 91.7M, run epr 411.58, run loss 229.69
time 06h 51m 32s, episodes 248440, frames 91.9M, run epr 397.24, run loss 209.54

	92M frames: saved model

time 06h 52m 33s, episodes 249026, frames 92.2M, run epr 337.87, run loss 184.22
time 06h 53m 35s, episodes 249649, frames 92.4M, run epr 362.18, run loss 201.64
time 06h 54m 36s, episodes 250230, frames 92.6M, run epr 416.32, run loss 239.33
time 06h 55m 37s, episodes 250778, frames 92.8M, run epr 433.48, run loss 236.12
time 06h 56m 37s, episodes 251312, frames 93.1M, run epr 427.65, run loss 235.80
time 06h 57m 39s, episodes 251880, frames 93.3M, run epr 390.81, run loss 234.32
time 06h 58m 41s, episodes 252425, frames 93.5M, run epr 432.91, run loss 240.74
time 06h 59m 41s, episodes 252991, frames 93.8M, run epr 394.67, run loss 234.00
time 07h 00m 42s, episodes 253571, frames 94.0M, run epr 382.39, run loss 219.58

	94M frames: saved model

time 07h 01m 44s, episodes 254159, frames 94.2M, run epr 424.17, run loss 236.14
time 07h 02m 46s, episodes 254734, frames 94.5M, run epr 426.99, run loss 271.00
time 07h 03m 46s, episodes 255295, frames 94.7M, run epr 404.68, run loss 232.51
time 07h 04m 48s, episodes 255860, frames 94.9M, run epr 409.22, run loss 238.90
time 07h 05m 49s, episodes 256420, frames 95.1M, run epr 417.12, run loss 233.33
time 07h 06m 51s, episodes 256991, frames 95.4M, run epr 406.07, run loss 224.60
time 07h 07m 55s, episodes 257578, frames 95.6M, run epr 409.10, run loss 225.86
time 07h 08m 57s, episodes 258147, frames 95.8M, run epr 412.49, run loss 221.54

	96M frames: saved model

time 07h 09m 58s, episodes 258720, frames 96.1M, run epr 386.97, run loss 217.58
time 07h 10m 59s, episodes 259287, frames 96.3M, run epr 381.43, run loss 215.42
time 07h 12m 00s, episodes 259862, frames 96.5M, run epr 393.55, run loss 201.49
time 07h 13m 00s, episodes 260442, frames 96.7M, run epr 388.77, run loss 226.46
time 07h 14m 00s, episodes 261019, frames 97.0M, run epr 398.46, run loss 222.60
time 07h 15m 02s, episodes 261612, frames 97.2M, run epr 381.85, run loss 190.88
time 07h 16m 03s, episodes 262162, frames 97.4M, run epr 413.66, run loss 228.90
time 07h 17m 05s, episodes 262728, frames 97.7M, run epr 396.24, run loss 232.40
time 07h 18m 07s, episodes 263308, frames 97.9M, run epr 415.71, run loss 231.52

	98M frames: saved model

time 07h 19m 09s, episodes 263888, frames 98.1M, run epr 392.05, run loss 186.84
time 07h 20m 09s, episodes 264450, frames 98.4M, run epr 405.25, run loss 209.29
time 07h 21m 10s, episodes 265014, frames 98.6M, run epr 367.93, run loss 176.28
time 07h 22m 12s, episodes 265633, frames 98.8M, run epr 372.41, run loss 173.20
time 07h 23m 12s, episodes 266223, frames 99.0M, run epr 411.36, run loss 241.57
time 07h 24m 13s, episodes 266820, frames 99.3M, run epr 388.16, run loss 199.17
time 07h 25m 14s, episodes 267435, frames 99.5M, run epr 378.30, run loss 214.83
time 07h 26m 17s, episodes 268006, frames 99.7M, run epr 419.00, run loss 264.27
time 07h 27m 17s, episodes 268589, frames 100.0M, run epr 409.78, run loss 259.70

	100M frames: saved model

time 07h 28m 18s, episodes 269166, frames 100.2M, run epr 388.14, run loss 235.65
time 07h 29m 18s, episodes 269728, frames 100.4M, run epr 421.84, run loss 242.01
time 07h 30m 20s, episodes 270308, frames 100.6M, run epr 416.54, run loss 251.69
time 07h 31m 21s, episodes 270878, frames 100.9M, run epr 374.49, run loss 170.04
time 07h 32m 22s, episodes 271441, frames 101.1M, run epr 416.96, run loss 270.11
time 07h 33m 24s, episodes 272022, frames 101.3M, run epr 404.31, run loss 239.47
time 07h 34m 24s, episodes 272579, frames 101.5M, run epr 419.83, run loss 233.93
time 07h 35m 25s, episodes 273149, frames 101.8M, run epr 436.77, run loss 260.41

	102M frames: saved model

time 07h 36m 27s, episodes 273740, frames 102.0M, run epr 413.78, run loss 235.98
time 07h 37m 28s, episodes 274319, frames 102.2M, run epr 401.81, run loss 219.68
time 07h 38m 29s, episodes 274863, frames 102.5M, run epr 436.53, run loss 269.00
time 07h 39m 30s, episodes 275434, frames 102.7M, run epr 380.63, run loss 216.24
time 07h 40m 32s, episodes 276033, frames 102.9M, run epr 395.44, run loss 232.42
time 07h 41m 34s, episodes 276683, frames 103.2M, run epr 296.85, run loss 137.44
time 07h 42m 35s, episodes 277290, frames 103.4M, run epr 364.12, run loss 195.56
time 07h 43m 36s, episodes 277860, frames 103.6M, run epr 411.73, run loss 251.64
time 07h 44m 36s, episodes 278426, frames 103.8M, run epr 410.70, run loss 235.43

	104M frames: saved model


	104M frames: saved model

time 07h 45m 37s, episodes 278988, frames 104.1M, run epr 420.24, run loss 266.99
time 07h 46m 38s, episodes 279559, frames 104.3M, run epr 422.54, run loss 243.64
time 07h 47m 39s, episodes 280116, frames 104.5M, run epr 377.79, run loss 194.88
time 07h 48m 39s, episodes 280688, frames 104.8M, run epr 403.07, run loss 193.29
time 07h 49m 41s, episodes 281287, frames 105.0M, run epr 390.49, run loss 209.90
time 07h 50m 43s, episodes 281883, frames 105.2M, run epr 373.44, run loss 175.74
time 07h 51m 44s, episodes 282456, frames 105.4M, run epr 417.84, run loss 210.98
time 07h 52m 45s, episodes 283044, frames 105.7M, run epr 397.99, run loss 207.12
time 07h 53m 46s, episodes 283638, frames 105.9M, run epr 370.90, run loss 213.51

	106M frames: saved model

time 07h 54m 47s, episodes 284193, frames 106.1M, run epr 408.94, run loss 218.99
time 07h 55m 49s, episodes 284803, frames 106.4M, run epr 353.07, run loss 186.18
time 07h 56m 50s, episodes 285381, frames 106.6M, run epr 408.48, run loss 219.94
time 07h 57m 51s, episodes 285961, frames 106.8M, run epr 414.88, run loss 249.92
time 07h 58m 51s, episodes 286519, frames 107.0M, run epr 407.22, run loss 227.13
time 07h 59m 52s, episodes 287058, frames 107.3M, run epr 420.02, run loss 244.37
time 08h 00m 53s, episodes 287629, frames 107.5M, run epr 402.02, run loss 216.68
time 08h 01m 56s, episodes 288215, frames 107.7M, run epr 401.24, run loss 204.93
time 08h 02m 58s, episodes 288795, frames 108.0M, run epr 409.23, run loss 218.26

	108M frames: saved model

time 08h 04m 00s, episodes 289376, frames 108.2M, run epr 419.40, run loss 264.51
time 08h 05m 01s, episodes 289950, frames 108.4M, run epr 365.96, run loss 185.23
time 08h 06m 03s, episodes 290542, frames 108.7M, run epr 391.76, run loss 210.74
time 08h 07m 04s, episodes 291116, frames 108.9M, run epr 432.42, run loss 243.07
time 08h 08m 06s, episodes 291693, frames 109.1M, run epr 400.64, run loss 234.16
time 08h 09m 07s, episodes 292287, frames 109.4M, run epr 396.43, run loss 207.41
time 08h 10m 08s, episodes 292860, frames 109.6M, run epr 401.29, run loss 206.05
time 08h 11m 09s, episodes 293428, frames 109.8M, run epr 418.30, run loss 233.97

	110M frames: saved model

time 08h 12m 11s, episodes 294012, frames 110.0M, run epr 410.62, run loss 229.27
time 08h 13m 12s, episodes 294589, frames 110.3M, run epr 406.13, run loss 221.48
time 08h 14m 12s, episodes 295150, frames 110.5M, run epr 426.50, run loss 257.71
time 08h 15m 14s, episodes 295737, frames 110.7M, run epr 391.01, run loss 213.95
time 08h 16m 16s, episodes 296319, frames 111.0M, run epr 419.75, run loss 223.39
time 08h 17m 16s, episodes 296879, frames 111.2M, run epr 422.43, run loss 233.73
time 08h 18m 18s, episodes 297460, frames 111.4M, run epr 400.90, run loss 198.75
time 08h 19m 19s, episodes 298045, frames 111.7M, run epr 391.56, run loss 222.31
time 08h 20m 20s, episodes 298600, frames 111.9M, run epr 445.88, run loss 233.45

	112M frames: saved model

time 08h 21m 22s, episodes 299173, frames 112.1M, run epr 435.98, run loss 263.30
time 08h 22m 23s, episodes 299733, frames 112.3M, run epr 375.21, run loss 192.97
time 08h 23m 24s, episodes 300331, frames 112.6M, run epr 388.74, run loss 219.95
time 08h 24m 26s, episodes 300909, frames 112.8M, run epr 412.47, run loss 260.39
time 08h 25m 28s, episodes 301493, frames 113.0M, run epr 367.28, run loss 183.07
time 08h 26m 28s, episodes 302068, frames 113.3M, run epr 381.46, run loss 225.94
time 08h 27m 29s, episodes 302631, frames 113.5M, run epr 427.96, run loss 228.40
time 08h 28m 29s, episodes 303184, frames 113.7M, run epr 412.21, run loss 260.33
time 08h 29m 30s, episodes 303739, frames 113.9M, run epr 426.95, run loss 250.72

	114M frames: saved model

time 08h 30m 31s, episodes 304322, frames 114.2M, run epr 378.40, run loss 178.26
time 08h 31m 32s, episodes 304884, frames 114.4M, run epr 394.98, run loss 250.28
time 08h 32m 34s, episodes 305465, frames 114.6M, run epr 439.76, run loss 236.81
time 08h 33m 36s, episodes 306060, frames 114.9M, run epr 405.06, run loss 242.95
time 08h 34m 39s, episodes 306673, frames 115.1M, run epr 345.88, run loss 157.05
time 08h 35m 39s, episodes 307265, frames 115.3M, run epr 392.94, run loss 228.67
time 08h 36m 40s, episodes 307850, frames 115.6M, run epr 389.15, run loss 233.87
time 08h 37m 41s, episodes 308441, frames 115.8M, run epr 384.60, run loss 188.79

	116M frames: saved model

time 08h 38m 41s, episodes 308998, frames 116.0M, run epr 418.00, run loss 265.20
time 08h 39m 44s, episodes 309575, frames 116.3M, run epr 408.45, run loss 256.35
time 08h 40m 44s, episodes 310123, frames 116.5M, run epr 402.82, run loss 238.84
time 08h 41m 46s, episodes 310684, frames 116.7M, run epr 465.41, run loss 276.22
time 08h 42m 47s, episodes 311247, frames 116.9M, run epr 431.82, run loss 235.62
time 08h 43m 48s, episodes 311811, frames 117.2M, run epr 427.68, run loss 244.57
time 08h 44m 50s, episodes 312379, frames 117.4M, run epr 429.79, run loss 237.08
time 08h 45m 50s, episodes 312936, frames 117.6M, run epr 412.98, run loss 250.08
time 08h 46m 52s, episodes 313515, frames 117.9M, run epr 427.19, run loss 210.26

	118M frames: saved model

time 08h 47m 53s, episodes 314107, frames 118.1M, run epr 365.76, run loss 170.13
time 08h 48m 55s, episodes 314692, frames 118.3M, run epr 420.58, run loss 239.88
time 08h 49m 55s, episodes 315261, frames 118.5M, run epr 419.71, run loss 236.64
time 08h 50m 56s, episodes 315836, frames 118.8M, run epr 402.99, run loss 209.51
time 08h 51m 56s, episodes 316397, frames 119.0M, run epr 381.23, run loss 207.67
time 08h 52m 57s, episodes 316983, frames 119.2M, run epr 360.27, run loss 188.24
time 08h 53m 57s, episodes 317544, frames 119.5M, run epr 397.31, run loss 228.70
time 08h 54m 58s, episodes 318101, frames 119.7M, run epr 422.80, run loss 238.61
time 08h 55m 59s, episodes 318662, frames 119.9M, run epr 401.12, run loss 240.83

	120M frames: saved model

time 08h 57m 00s, episodes 319230, frames 120.1M, run epr 424.87, run loss 246.89
time 08h 58m 01s, episodes 319781, frames 120.4M, run epr 392.48, run loss 226.21
time 08h 59m 02s, episodes 320339, frames 120.6M, run epr 420.71, run loss 226.13
time 09h 00m 04s, episodes 320911, frames 120.8M, run epr 426.59, run loss 238.71
time 09h 01m 04s, episodes 321441, frames 121.1M, run epr 423.58, run loss 250.24
time 09h 02m 07s, episodes 322002, frames 121.3M, run epr 437.41, run loss 236.93
time 09h 03m 09s, episodes 322567, frames 121.5M, run epr 402.60, run loss 229.66
time 09h 04m 10s, episodes 323148, frames 121.8M, run epr 396.06, run loss 198.67
time 09h 05m 14s, episodes 323748, frames 122.0M, run epr 397.95, run loss 220.98

	122M frames: saved model

time 09h 06m 14s, episodes 324309, frames 122.2M, run epr 412.62, run loss 231.32
time 09h 07m 15s, episodes 324849, frames 122.4M, run epr 448.72, run loss 273.84
time 09h 08m 17s, episodes 325443, frames 122.7M, run epr 387.89, run loss 174.55
time 09h 09m 20s, episodes 326039, frames 122.9M, run epr 420.66, run loss 232.02
time 09h 10m 22s, episodes 326596, frames 123.1M, run epr 424.10, run loss 237.83
time 09h 11m 24s, episodes 327172, frames 123.4M, run epr 436.52, run loss 247.67
time 09h 12m 24s, episodes 327731, frames 123.6M, run epr 418.67, run loss 235.16
time 09h 13m 25s, episodes 328312, frames 123.8M, run epr 396.21, run loss 231.28

	124M frames: saved model

time 09h 14m 28s, episodes 328903, frames 124.1M, run epr 394.00, run loss 231.44
time 09h 15m 29s, episodes 329485, frames 124.3M, run epr 387.41, run loss 224.31
time 09h 16m 30s, episodes 330090, frames 124.5M, run epr 362.31, run loss 196.29
time 09h 17m 31s, episodes 330647, frames 124.8M, run epr 444.59, run loss 249.49
time 09h 18m 33s, episodes 331206, frames 125.0M, run epr 422.29, run loss 252.39
time 09h 19m 33s, episodes 331752, frames 125.2M, run epr 423.29, run loss 244.72
time 09h 20m 36s, episodes 332315, frames 125.5M, run epr 441.44, run loss 275.79
time 09h 21m 37s, episodes 332877, frames 125.7M, run epr 402.42, run loss 212.42
time 09h 22m 37s, episodes 333422, frames 125.9M, run epr 420.90, run loss 227.99

	126M frames: saved model

time 09h 23m 39s, episodes 333992, frames 126.1M, run epr 430.10, run loss 235.10
time 09h 24m 40s, episodes 334587, frames 126.4M, run epr 371.97, run loss 191.01
time 09h 25m 41s, episodes 335161, frames 126.6M, run epr 380.90, run loss 203.17
time 09h 26m 42s, episodes 335730, frames 126.8M, run epr 419.04, run loss 227.71
time 09h 27m 43s, episodes 336288, frames 127.1M, run epr 433.69, run loss 248.07
time 09h 28m 44s, episodes 336864, frames 127.3M, run epr 417.47, run loss 248.12
time 09h 29m 45s, episodes 337419, frames 127.5M, run epr 389.14, run loss 232.21
time 09h 30m 46s, episodes 337983, frames 127.7M, run epr 413.32, run loss 229.97
time 09h 31m 48s, episodes 338578, frames 128.0M, run epr 414.70, run loss 225.71

	128M frames: saved model

time 09h 32m 49s, episodes 339136, frames 128.2M, run epr 400.49, run loss 220.59
time 09h 33m 49s, episodes 339703, frames 128.4M, run epr 379.26, run loss 220.64
time 09h 34m 49s, episodes 340256, frames 128.7M, run epr 421.89, run loss 249.33
time 09h 35m 50s, episodes 340801, frames 128.9M, run epr 440.50, run loss 257.19
time 09h 36m 50s, episodes 341369, frames 129.1M, run epr 426.38, run loss 218.61
time 09h 37m 51s, episodes 341948, frames 129.3M, run epr 404.16, run loss 221.90
time 09h 38m 52s, episodes 342519, frames 129.6M, run epr 392.03, run loss 232.56
time 09h 39m 53s, episodes 343093, frames 129.8M, run epr 417.92, run loss 240.39

	130M frames: saved model

time 09h 40m 54s, episodes 343671, frames 130.0M, run epr 429.71, run loss 256.12
time 09h 41m 55s, episodes 344333, frames 130.3M, run epr 230.07, run loss 69.88
time 09h 42m 56s, episodes 344918, frames 130.5M, run epr 403.76, run loss 219.12
time 09h 43m 57s, episodes 345501, frames 130.7M, run epr 369.36, run loss 175.04
time 09h 44m 58s, episodes 346083, frames 130.9M, run epr 356.54, run loss 142.83
time 09h 45m 59s, episodes 346650, frames 131.2M, run epr 414.41, run loss 241.73
time 09h 47m 00s, episodes 347223, frames 131.4M, run epr 402.74, run loss 226.61
time 09h 48m 01s, episodes 347782, frames 131.6M, run epr 388.09, run loss 227.79
time 09h 49m 02s, episodes 348343, frames 131.9M, run epr 416.48, run loss 258.29

	132M frames: saved model

time 09h 50m 02s, episodes 348896, frames 132.1M, run epr 430.76, run loss 245.66
time 09h 51m 03s, episodes 349478, frames 132.3M, run epr 388.15, run loss 203.85
time 09h 52m 03s, episodes 350038, frames 132.5M, run epr 377.67, run loss 227.18
time 09h 53m 04s, episodes 350645, frames 132.8M, run epr 380.69, run loss 190.66
time 09h 54m 04s, episodes 351217, frames 133.0M, run epr 394.53, run loss 228.30
time 09h 55m 04s, episodes 351790, frames 133.2M, run epr 406.72, run loss 249.02
time 09h 56m 06s, episodes 352378, frames 133.4M, run epr 364.19, run loss 148.78
time 09h 57m 06s, episodes 352940, frames 133.7M, run epr 438.41, run loss 227.27
time 09h 58m 08s, episodes 353523, frames 133.9M, run epr 365.42, run loss 193.46

	134M frames: saved model

time 09h 59m 09s, episodes 354089, frames 134.1M, run epr 417.93, run loss 227.90
time 10h 00m 11s, episodes 354677, frames 134.4M, run epr 392.39, run loss 251.44
time 10h 01m 13s, episodes 355286, frames 134.6M, run epr 389.05, run loss 211.22
time 10h 02m 13s, episodes 355862, frames 134.8M, run epr 377.91, run loss 196.96
time 10h 03m 13s, episodes 356429, frames 135.0M, run epr 419.76, run loss 243.39
time 10h 04m 14s, episodes 357001, frames 135.3M, run epr 415.30, run loss 232.72
time 10h 05m 16s, episodes 357588, frames 135.5M, run epr 395.23, run loss 221.72
time 10h 06m 16s, episodes 358144, frames 135.7M, run epr 434.92, run loss 284.61
time 10h 07m 17s, episodes 358723, frames 136.0M, run epr 378.38, run loss 214.02

	136M frames: saved model

time 10h 08m 18s, episodes 359308, frames 136.2M, run epr 401.73, run loss 216.27
time 10h 09m 21s, episodes 359903, frames 136.4M, run epr 408.22, run loss 224.41
time 10h 10m 23s, episodes 360493, frames 136.7M, run epr 403.97, run loss 246.94
time 10h 11m 23s, episodes 361066, frames 136.9M, run epr 393.55, run loss 221.10
time 10h 12m 24s, episodes 361631, frames 137.1M, run epr 402.62, run loss 226.56
time 10h 13m 25s, episodes 362199, frames 137.3M, run epr 407.00, run loss 238.46
time 10h 14m 25s, episodes 362763, frames 137.6M, run epr 378.01, run loss 188.85
time 10h 15m 27s, episodes 363330, frames 137.8M, run epr 395.82, run loss 249.64

	138M frames: saved model

time 10h 16m 28s, episodes 363884, frames 138.0M, run epr 445.82, run loss 281.85
time 10h 17m 28s, episodes 364439, frames 138.2M, run epr 396.96, run loss 230.10
time 10h 18m 28s, episodes 364997, frames 138.5M, run epr 433.10, run loss 254.37
time 10h 19m 29s, episodes 365560, frames 138.7M, run epr 405.17, run loss 205.45
time 10h 20m 31s, episodes 366132, frames 138.9M, run epr 429.53, run loss 250.13
time 10h 21m 31s, episodes 366700, frames 139.2M, run epr 383.08, run loss 200.86
time 10h 22m 34s, episodes 367263, frames 139.4M, run epr 447.34, run loss 269.17
time 10h 23m 36s, episodes 367857, frames 139.6M, run epr 392.96, run loss 171.92
time 10h 24m 36s, episodes 368414, frames 139.9M, run epr 409.08, run loss 253.93

	140M frames: saved model

time 10h 25m 36s, episodes 368978, frames 140.1M, run epr 406.24, run loss 234.46
time 10h 26m 38s, episodes 369568, frames 140.3M, run epr 386.61, run loss 214.66
time 10h 27m 40s, episodes 370135, frames 140.5M, run epr 397.93, run loss 245.76
time 10h 28m 42s, episodes 370707, frames 140.8M, run epr 425.76, run loss 237.91
time 10h 29m 42s, episodes 371266, frames 141.0M, run epr 391.82, run loss 247.38
time 10h 30m 44s, episodes 371857, frames 141.2M, run epr 391.55, run loss 240.01
time 10h 31m 44s, episodes 372432, frames 141.5M, run epr 399.44, run loss 260.49
time 10h 32m 45s, episodes 372993, frames 141.7M, run epr 417.22, run loss 256.93
time 10h 33m 47s, episodes 373544, frames 141.9M, run epr 416.42, run loss 250.80

	142M frames: saved model

time 10h 34m 48s, episodes 374107, frames 142.2M, run epr 438.90, run loss 250.28
time 10h 35m 49s, episodes 374664, frames 142.4M, run epr 440.73, run loss 279.82
time 10h 36m 49s, episodes 375223, frames 142.6M, run epr 400.24, run loss 238.74
time 10h 37m 52s, episodes 375799, frames 142.8M, run epr 441.83, run loss 242.59
time 10h 38m 53s, episodes 376383, frames 143.1M, run epr 399.88, run loss 207.59
time 10h 39m 55s, episodes 376977, frames 143.3M, run epr 396.67, run loss 202.88
time 10h 40m 55s, episodes 377521, frames 143.5M, run epr 437.93, run loss 264.46
time 10h 41m 56s, episodes 378059, frames 143.8M, run epr 426.18, run loss 252.14
time 10h 42m 56s, episodes 378606, frames 144.0M, run epr 448.14, run loss 258.05

	144M frames: saved model

time 10h 43m 58s, episodes 379183, frames 144.2M, run epr 428.00, run loss 235.21
time 10h 44m 59s, episodes 379755, frames 144.4M, run epr 407.92, run loss 234.34
time 10h 46m 01s, episodes 380326, frames 144.7M, run epr 410.02, run loss 227.01
time 10h 47m 02s, episodes 380903, frames 144.9M, run epr 381.38, run loss 193.43
time 10h 48m 02s, episodes 381462, frames 145.1M, run epr 397.95, run loss 214.60
time 10h 49m 05s, episodes 382037, frames 145.4M, run epr 425.18, run loss 253.68
time 10h 50m 06s, episodes 382616, frames 145.6M, run epr 384.49, run loss 214.38
time 10h 51m 06s, episodes 383183, frames 145.8M, run epr 416.40, run loss 209.88

	146M frames: saved model

time 10h 52m 07s, episodes 383751, frames 146.1M, run epr 399.01, run loss 243.31
time 10h 53m 10s, episodes 384347, frames 146.3M, run epr 368.46, run loss 166.68
time 10h 54m 11s, episodes 384904, frames 146.5M, run epr 415.55, run loss 220.97
time 10h 55m 12s, episodes 385480, frames 146.7M, run epr 430.04, run loss 257.09
time 10h 56m 12s, episodes 386049, frames 147.0M, run epr 400.65, run loss 259.29
time 10h 57m 13s, episodes 386626, frames 147.2M, run epr 415.27, run loss 235.56
time 10h 58m 14s, episodes 387202, frames 147.4M, run epr 398.92, run loss 237.94
